#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
# jac2dat - Convert .jac/.jca files to various data formats
# jac2dat v1.04 (2020-07-18)
# Perl v5.30.1
# Current time: 2020-07-18 17:45:34
#
# Jaewoong Jang
# jangj@korea.ac.kr
#+++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

#---------------------------------------------------------------------
# Gamma-ray detector
#---------------------------------------------------------------------
# Detector ID:    det01
# Detector model: GEM (manufacturer: ORTEC, distributor: Seiko EG&G)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Calibration functions
#---------------------------------------------------------------------
# Energy calibration date: 2018-04-19 14:19:21
# Energy (keV)   = 6.942824e-001 + 4.994878e-001*$ch + 6.919887e-008*$ch**2
# Peak FWHM (ch) = 2.076851e+000 + 8.814739e-003*sqrt($nrg) + 1.204853e-003*$nrg
#
# Efficiency calibration date: 2018-04-19 14:22:21
# Efficiency expression: fitted
# det_eff_knee: 180 keV
# det_eff_bef_knee (cnt/gam)  = exp(-3.824022e+001 + 1.427534e+001*ln($nrg) - 1.452642e+000*ln($nrg)**2)
# det_eff_from_knee (cnt/gam) = exp(1.470955e+000 - 1.018902e+000*ln($nrg) + 1.995309e-002*ln($nrg)**2)
#---------------------------------------------------------------------
#---------------------------------------------------------------------
# Time information
#---------------------------------------------------------------------
# Live time (duration): 1200 s
# Real time (duration): 1209 s
# Acquired time:        2019-01-17 11:15:30
#---------------------------------------------------------------------

#-----------------------------------------------------------------------------------------------------------------------------------------------
# Channel | Gamma energy | Peak FWHM | Peak efficiency | Count       | Count per second or "cps" | Gamma           | Gamma per second or "gps"
# (ch)    | (keV)        | (ch)      | (cnt gam^{-1})  | (cnt)       | (cnt sec^{-1})            | (gam)           | (gam sec^{-1})           
#-----------------------------------------------------------------------------------------------------------------------------------------------
3092        1545.7721333   4.2858422      0.0071891584          0.00                     0.00000           0.00000                     0.00000
3093        1546.2720491   4.2865006      0.0071874712        390.26                     0.32522       54297.26088                    45.24772
3094        1546.7719650   4.2871589      0.0071857850          0.00                     0.00000           0.00000                     0.00000
3095        1547.2718811   4.2878172      0.0071840998          0.00                     0.00000           0.00000                     0.00000
3096        1547.7717973   4.2884756      0.0071824156          0.00                     0.00000           0.00000                     0.00000
3097        1548.2717137   4.2891339      0.0071807323          8.42                     0.00702        1172.58236                     0.97715
3098        1548.7716302   4.2897922      0.0071790499          0.00                     0.00000           0.00000                     0.00000
3099        1549.2715468   4.2904505      0.0071773686          0.00                     0.00000           0.00000                     0.00000
3100        1549.7714635   4.2911088      0.0071756882        881.46                     0.73455      122839.78549                   102.36649
3101        1550.2713804   4.2917671      0.0071740088          0.00                     0.00000           0.00000                     0.00000
3102        1550.7712975   4.2924254      0.0071723303        676.49                     0.56374       94319.41495                    78.59951
3103        1551.2712147   4.2930837      0.0071706528          0.00                     0.00000           0.00000                     0.00000
3104        1551.7711320   4.2937419      0.0071689763          0.00                     0.00000           0.00000                     0.00000
3105        1552.2710494   4.2944002      0.0071673007          0.00                     0.00000           0.00000                     0.00000
3106        1552.7709670   4.2950584      0.0071656261          0.00                     0.00000           0.00000                     0.00000
3107        1553.2708848   4.2957167      0.0071639525          0.00                     0.00000           0.00000                     0.00000
3108        1553.7708026   4.2963749      0.0071622798          0.00                     0.00000           0.00000                     0.00000
3109        1554.2707206   4.2970331      0.0071606080          0.00                     0.00000           0.00000                     0.00000
3110        1554.7706388   4.2976913      0.0071589372          0.00                     0.00000           0.00000                     0.00000
3111        1555.2705571   4.2983495      0.0071572674        262.72                     0.21893       36706.74642                    30.58896
3112        1555.7704755   4.2990077      0.0071555985          0.00                     0.00000           0.00000                     0.00000
3113        1556.2703941   4.2996659      0.0071539306          0.00                     0.00000           0.00000                     0.00000
3114        1556.7703128   4.3003241      0.0071522637        525.11                     0.43759       73418.71396                    61.18226
3115        1557.2702316   4.3009823      0.0071505977          0.00                     0.00000           0.00000                     0.00000
3116        1557.7701506   4.3016404      0.0071489326          0.00                     0.00000           0.00000                     0.00000
3117        1558.2700697   4.3022986      0.0071472685          0.00                     0.00000           0.00000                     0.00000
3118        1558.7699890   4.3029567      0.0071456053          0.00                     0.00000           0.00000                     0.00000
3119        1559.2699083   4.3036148      0.0071439431          0.00                     0.00000           0.00000                     0.00000
3120        1559.7698279   4.3042730      0.0071422819          0.00                     0.00000           0.00000                     0.00000
3121        1560.2697476   4.3049311      0.0071406215          0.00                     0.00000           0.00000                     0.00000
3122        1560.7696674   4.3055892      0.0071389622          0.00                     0.00000           0.00000                     0.00000
3123        1561.2695873   4.3062473      0.0071373038          0.00                     0.00000           0.00000                     0.00000
3124        1561.7695074   4.3069054      0.0071356463          0.00                     0.00000           0.00000                     0.00000
3125        1562.2694276   4.3075634      0.0071339897        851.70                     0.70975      119386.21037                    99.48851
3126        1562.7693480   4.3082215      0.0071323342          0.00                     0.00000           0.00000                     0.00000
3127        1563.2692685   4.3088796      0.0071306795          0.00                     0.00000           0.00000                     0.00000
3128        1563.7691891   4.3095376      0.0071290258          0.00                     0.00000           0.00000                     0.00000
3129        1564.2691099   4.3101957      0.0071273730        897.44                     0.74787      125914.55452                   104.92880
3130        1564.7690308   4.3108537      0.0071257212          0.00                     0.00000           0.00000                     0.00000
3131        1565.2689519   4.3115117      0.0071240703          0.00                     0.00000           0.00000                     0.00000
3132        1565.7688731   4.3121698      0.0071224204          0.00                     0.00000           0.00000                     0.00000
3133        1566.2687944   4.3128278      0.0071207714          0.00                     0.00000           0.00000                     0.00000
3134        1566.7687159   4.3134858      0.0071191233          0.00                     0.00000           0.00000                     0.00000
3135        1567.2686375   4.3141438      0.0071174761          0.00                     0.00000           0.00000                     0.00000
3136        1567.7685592   4.3148017      0.0071158299        102.13                     0.08511       14352.50716                    11.96042
3137        1568.2684811   4.3154597      0.0071141847        373.39                     0.31116       52485.28368                    43.73774
3138        1568.7684031   4.3161177      0.0071125403          0.00                     0.00000           0.00000                     0.00000
3139        1569.2683253   4.3167756      0.0071108969          0.00                     0.00000           0.00000                     0.00000
3140        1569.7682476   4.3174336      0.0071092544          0.00                     0.00000           0.00000                     0.00000
3141        1570.2681700   4.3180915      0.0071076129          0.00                     0.00000           0.00000                     0.00000
3142        1570.7680926   4.3187495      0.0071059723          0.00                     0.00000           0.00000                     0.00000
3143        1571.2680153   4.3194074      0.0071043326          0.00                     0.00000           0.00000                     0.00000
3144        1571.7679382   4.3200653      0.0071026938          0.00                     0.00000           0.00000                     0.00000
3145        1572.2678612   4.3207232      0.0071010560          0.00                     0.00000           0.00000                     0.00000
3146        1572.7677843   4.3213811      0.0070994191          0.00                     0.00000           0.00000                     0.00000
3147        1573.2677076   4.3220390      0.0070977831          0.00                     0.00000           0.00000                     0.00000
3148        1573.7676310   4.3226969      0.0070961481          0.00                     0.00000           0.00000                     0.00000
3149        1574.2675545   4.3233547      0.0070945139          0.00                     0.00000           0.00000                     0.00000
3150        1574.7674782   4.3240126      0.0070928807          0.00                     0.00000           0.00000                     0.00000
3151        1575.2674020   4.3246705      0.0070912484          0.00                     0.00000           0.00000                     0.00000
3152        1575.7673260   4.3253283      0.0070896171          0.00                     0.00000           0.00000                     0.00000
3153        1576.2672501   4.3259861      0.0070879866          0.00                     0.00000           0.00000                     0.00000
3154        1576.7671743   4.3266440      0.0070863571          0.00                     0.00000           0.00000                     0.00000
3155        1577.2670987   4.3273018      0.0070847285        546.32                     0.45527       77112.34100                    64.26028
3156        1577.7670232   4.3279596      0.0070831008          0.00                     0.00000           0.00000                     0.00000
3157        1578.2669478   4.3286174      0.0070814740          0.00                     0.00000           0.00000                     0.00000
3158        1578.7668726   4.3292752      0.0070798482          0.00                     0.00000           0.00000                     0.00000
3159        1579.2667976   4.3299330      0.0070782233        666.51                     0.55542       94163.46109                    78.46955
3160        1579.7667226   4.3305908      0.0070765992          0.00                     0.00000           0.00000                     0.00000
3161        1580.2666478   4.3312485      0.0070749761          0.00                     0.00000           0.00000                     0.00000
3162        1580.7665732   4.3319063      0.0070733539          0.00                     0.00000           0.00000                     0.00000
3163        1581.2664987   4.3325640      0.0070717326          0.00                     0.00000           0.00000                     0.00000
3164        1581.7664243   4.3332218      0.0070701123         51.14                     0.04262        7233.26561                     6.02772
3165        1582.2663501   4.3338795      0.0070684928          0.00                     0.00000           0.00000                     0.00000
3166        1582.7662759   4.3345372      0.0070668743          0.00                     0.00000           0.00000                     0.00000
3167        1583.2662020   4.3351949      0.0070652566          0.00                     0.00000           0.00000                     0.00000
3168        1583.7661282   4.3358527      0.0070636399        234.85                     0.19571       33247.73112                    27.70644
3169        1584.2660545   4.3365104      0.0070620241          0.00                     0.00000           0.00000                     0.00000
3170        1584.7659809   4.3371680      0.0070604092          0.00                     0.00000           0.00000                     0.00000
3171        1585.2659075   4.3378257      0.0070587951          0.00                     0.00000           0.00000                     0.00000
3172        1585.7658342   4.3384834      0.0070571820          0.00                     0.00000           0.00000                     0.00000
3173        1586.2657611   4.3391411      0.0070555698          0.00                     0.00000           0.00000                     0.00000
3174        1586.7656881   4.3397987      0.0070539585          0.00                     0.00000           0.00000                     0.00000
3175        1587.2656153   4.3404564      0.0070523481          0.00                     0.00000           0.00000                     0.00000
3176        1587.7655425   4.3411140      0.0070507387          0.00                     0.00000           0.00000                     0.00000
3177        1588.2654700   4.3417716      0.0070491301          0.00                     0.00000           0.00000                     0.00000
3178        1588.7653975   4.3424293      0.0070475224        102.27                     0.08522       14511.48285                    12.09290
3179        1589.2653252   4.3430869      0.0070459156        993.12                     0.82760      140949.74447                   117.45812
3180        1589.7652531   4.3437445      0.0070443097          0.00                     0.00000           0.00000                     0.00000
3181        1590.2651810   4.3444021      0.0070427047          0.00                     0.00000           0.00000                     0.00000
3182        1590.7651091   4.3450597      0.0070411006          0.00                     0.00000           0.00000                     0.00000
3183        1591.2650374   4.3457172      0.0070394974          0.00                     0.00000           0.00000                     0.00000
3184        1591.7649658   4.3463748      0.0070378951          0.00                     0.00000           0.00000                     0.00000
3185        1592.2648943   4.3470324      0.0070362937          0.00                     0.00000           0.00000                     0.00000
3186        1592.7648230   4.3476899      0.0070346932          0.00                     0.00000           0.00000                     0.00000
3187        1593.2647518   4.3483475      0.0070330935          0.00                     0.00000           0.00000                     0.00000
3188        1593.7646807   4.3490050      0.0070314948          0.00                     0.00000           0.00000                     0.00000
3189        1594.2646098   4.3496625      0.0070298970          0.00                     0.00000           0.00000                     0.00000
3190        1594.7645390   4.3503201      0.0070283000          0.00                     0.00000           0.00000                     0.00000
3191        1595.2644684   4.3509776      0.0070267040          0.00                     0.00000           0.00000                     0.00000
3192        1595.7643979   4.3516351      0.0070251088          0.00                     0.00000           0.00000                     0.00000
3193        1596.2643275   4.3522926      0.0070235145          0.00                     0.00000           0.00000                     0.00000
3194        1596.7642573   4.3529501      0.0070219211          0.00                     0.00000           0.00000                     0.00000
3195        1597.2641872   4.3536075      0.0070203286          0.00                     0.00000           0.00000                     0.00000
3196        1597.7641172   4.3542650      0.0070187370          0.00                     0.00000           0.00000                     0.00000
3197        1598.2640474   4.3549225      0.0070171463          0.00                     0.00000           0.00000                     0.00000
3198        1598.7639778   4.3555799      0.0070155564        863.65                     0.71971      123104.98940                   102.58749
3199        1599.2639082   4.3562374      0.0070139675          0.00                     0.00000           0.00000                     0.00000
3200        1599.7638388   4.3568948      0.0070123794          0.00                     0.00000           0.00000                     0.00000
3201        1600.2637696   4.3575522      0.0070107922        762.38                     0.63532      108743.77377                    90.61981
3202        1600.7637005   4.3582096      0.0070092059          0.00                     0.00000           0.00000                     0.00000
3203        1601.2636315   4.3588671      0.0070076204          0.00                     0.00000           0.00000                     0.00000
3204        1601.7635626   4.3595245      0.0070060359          0.00                     0.00000           0.00000                     0.00000
3205        1602.2634939   4.3601819      0.0070044522          0.00                     0.00000           0.00000                     0.00000
3206        1602.7634254   4.3608392      0.0070028694        450.11                     0.37509       64275.08115                    53.56257
3207        1603.2633569   4.3614966      0.0070012875          0.00                     0.00000           0.00000                     0.00000
3208        1603.7632886   4.3621540      0.0069997065          0.00                     0.00000           0.00000                     0.00000
3209        1604.2632205   4.3628113      0.0069981263          0.00                     0.00000           0.00000                     0.00000
3210        1604.7631525   4.3634687      0.0069965470          0.00                     0.00000           0.00000                     0.00000
3211        1605.2630846   4.3641260      0.0069949686          0.00                     0.00000           0.00000                     0.00000
3212        1605.7630169   4.3647834      0.0069933910          0.00                     0.00000           0.00000                     0.00000
3213        1606.2629493   4.3654407      0.0069918144        401.08                     0.33423       57364.22311                    47.80352
3214        1606.7628818   4.3660980      0.0069902386          0.00                     0.00000           0.00000                     0.00000
3215        1607.2628145   4.3667553      0.0069886637          0.00                     0.00000           0.00000                     0.00000
3216        1607.7627473   4.3674126      0.0069870896          0.00                     0.00000           0.00000                     0.00000
3217        1608.2626803   4.3680699      0.0069855164          0.00                     0.00000           0.00000                     0.00000
3218        1608.7626134   4.3687272      0.0069839441          0.00                     0.00000           0.00000                     0.00000
3219        1609.2625466   4.3693845      0.0069823727          0.00                     0.00000           0.00000                     0.00000
3220        1609.7624800   4.3700417      0.0069808021          0.00                     0.00000           0.00000                     0.00000
3221        1610.2624135   4.3706990      0.0069792324          0.00                     0.00000           0.00000                     0.00000
3222        1610.7623471   4.3713563      0.0069776635          0.00                     0.00000           0.00000                     0.00000
3223        1611.2622809   4.3720135      0.0069760956          0.00                     0.00000           0.00000                     0.00000
3224        1611.7622148   4.3726707      0.0069745285          0.00                     0.00000           0.00000                     0.00000
3225        1612.2621489   4.3733280      0.0069729622          0.00                     0.00000           0.00000                     0.00000
3226        1612.7620831   4.3739852      0.0069713968          0.00                     0.00000           0.00000                     0.00000
3227        1613.2620174   4.3746424      0.0069698323          0.00                     0.00000           0.00000                     0.00000
3228        1613.7619519   4.3752996      0.0069682687          0.00                     0.00000           0.00000                     0.00000
3229        1614.2618865   4.3759568      0.0069667059          0.00                     0.00000           0.00000                     0.00000
3230        1614.7618213   4.3766140      0.0069651439          0.00                     0.00000           0.00000                     0.00000
3231        1615.2617562   4.3772711      0.0069635828          0.00                     0.00000           0.00000                     0.00000
3232        1615.7616912   4.3779283      0.0069620226          0.00                     0.00000           0.00000                     0.00000
3233        1616.2616264   4.3785855      0.0069604633          0.00                     0.00000           0.00000                     0.00000
3234        1616.7615617   4.3792426      0.0069589048        704.11                     0.58676      101181.15200                    84.31763
3235        1617.2614971   4.3798998      0.0069573471          0.00                     0.00000           0.00000                     0.00000
3236        1617.7614327   4.3805569      0.0069557903          0.00                     0.00000           0.00000                     0.00000
3237        1618.2613685   4.3812140      0.0069542344          0.00                     0.00000           0.00000                     0.00000
3238        1618.7613043   4.3818711      0.0069526793          0.00                     0.00000           0.00000                     0.00000
3239        1619.2612403   4.3825283      0.0069511251          0.00                     0.00000           0.00000                     0.00000
3240        1619.7611765   4.3831854      0.0069495717          0.00                     0.00000           0.00000                     0.00000
3241        1620.2611127   4.3838425      0.0069480192          0.00                     0.00000           0.00000                     0.00000
3242        1620.7610492   4.3844995      0.0069464675          0.00                     0.00000           0.00000                     0.00000
3243        1621.2609857   4.3851566      0.0069449167        152.43                     0.12702       21948.42740                    18.29036
3244        1621.7609224   4.3858137      0.0069433667          0.00                     0.00000           0.00000                     0.00000
3245        1622.2608592   4.3864707      0.0069418176          0.00                     0.00000           0.00000                     0.00000
3246        1622.7607962   4.3871278      0.0069402693          0.00                     0.00000           0.00000                     0.00000
3247        1623.2607333   4.3877848      0.0069387219          0.00                     0.00000           0.00000                     0.00000
3248        1623.7606706   4.3884419      0.0069371753          0.00                     0.00000           0.00000                     0.00000
3249        1624.2606079   4.3890989      0.0069356296          0.00                     0.00000           0.00000                     0.00000
3250        1624.7605455   4.3897559      0.0069340847          0.00                     0.00000           0.00000                     0.00000
3251        1625.2604831   4.3904129      0.0069325407          0.00                     0.00000           0.00000                     0.00000
3252        1625.7604209   4.3910699      0.0069309975          0.00                     0.00000           0.00000                     0.00000
3253        1626.2603589   4.3917269      0.0069294552          0.00                     0.00000           0.00000                     0.00000
3254        1626.7602969   4.3923839      0.0069279136        626.79                     0.52232       90473.12542                    75.39427
3255        1627.2602352   4.3930409      0.0069263730          0.00                     0.00000           0.00000                     0.00000
3256        1627.7601735   4.3936979      0.0069248332          0.00                     0.00000           0.00000                     0.00000
3257        1628.2601120   4.3943548      0.0069232942        677.07                     0.56423       97795.93113                    81.49661
3258        1628.7600506   4.3950118      0.0069217560          0.00                     0.00000           0.00000                     0.00000
3259        1629.2599894   4.3956687      0.0069202187          0.00                     0.00000           0.00000                     0.00000
3260        1629.7599283   4.3963257      0.0069186823          0.00                     0.00000           0.00000                     0.00000
3261        1630.2598674   4.3969826      0.0069171466          0.00                     0.00000           0.00000                     0.00000
3262        1630.7598065   4.3976395      0.0069156118          0.00                     0.00000           0.00000                     0.00000
3263        1631.2597459   4.3982964      0.0069140779          0.00                     0.00000           0.00000                     0.00000
3264        1631.7596853   4.3989533      0.0069125448          0.00                     0.00000           0.00000                     0.00000
3265        1632.2596249   4.3996102      0.0069110125          0.00                     0.00000           0.00000                     0.00000
3266        1632.7595647   4.4002671      0.0069094810          0.00                     0.00000           0.00000                     0.00000
3267        1633.2595045   4.4009240      0.0069079504          0.00                     0.00000           0.00000                     0.00000
3268        1633.7594446   4.4015809      0.0069064206          0.00                     0.00000           0.00000                     0.00000
3269        1634.2593847   4.4022377      0.0069048917          0.00                     0.00000           0.00000                     0.00000
3270        1634.7593250   4.4028946      0.0069033636          0.00                     0.00000           0.00000                     0.00000
3271        1635.2592654   4.4035514      0.0069018363          0.00                     0.00000           0.00000                     0.00000
3272        1635.7592060   4.4042083      0.0069003098          0.00                     0.00000           0.00000                     0.00000
3273        1636.2591467   4.4048651      0.0068987842          0.00                     0.00000           0.00000                     0.00000
3274        1636.7590875   4.4055219      0.0068972594          0.00                     0.00000           0.00000                     0.00000
3275        1637.2590285   4.4061787      0.0068957354          0.00                     0.00000           0.00000                     0.00000
3276        1637.7589697   4.4068356      0.0068942123          0.00                     0.00000           0.00000                     0.00000
3277        1638.2589109   4.4074923      0.0068926899          0.00                     0.00000           0.00000                     0.00000
3278        1638.7588523   4.4081491      0.0068911684          0.00                     0.00000           0.00000                     0.00000
3279        1639.2587938   4.4088059      0.0068896478          0.00                     0.00000           0.00000                     0.00000
3280        1639.7587355   4.4094627      0.0068881279          0.00                     0.00000           0.00000                     0.00000
3281        1640.2586773   4.4101195      0.0068866089          0.00                     0.00000           0.00000                     0.00000
3282        1640.7586193   4.4107762      0.0068850907          0.00                     0.00000           0.00000                     0.00000
3283        1641.2585614   4.4114330      0.0068835733        251.23                     0.20936       36497.03256                    30.41419
3284        1641.7585036   4.4120897      0.0068820568          0.00                     0.00000           0.00000                     0.00000
3285        1642.2584460   4.4127464      0.0068805410          0.00                     0.00000           0.00000                     0.00000
3286        1642.7583885   4.4134032      0.0068790261        828.99                     0.69083      120509.79088                   100.42483
3287        1643.2583311   4.4140599      0.0068775120        354.32                     0.29527       51518.63034                    42.93219
3288        1643.7582739   4.4147166      0.0068759988         58.21                     0.04851        8465.67925                     7.05473
3289        1644.2582168   4.4153733      0.0068744863          0.00                     0.00000           0.00000                     0.00000
3290        1644.7581599   4.4160300      0.0068729747          0.00                     0.00000           0.00000                     0.00000
3291        1645.2581031   4.4166867      0.0068714638          0.00                     0.00000           0.00000                     0.00000
3292        1645.7580464   4.4173434      0.0068699538          0.00                     0.00000           0.00000                     0.00000
3293        1646.2579899   4.4180000      0.0068684446          0.00                     0.00000           0.00000                     0.00000
3294        1646.7579335   4.4186567      0.0068669362          0.00                     0.00000           0.00000                     0.00000
3295        1647.2578773   4.4193133      0.0068654287          0.00                     0.00000           0.00000                     0.00000
3296        1647.7578212   4.4199700      0.0068639219          0.00                     0.00000           0.00000                     0.00000
3297        1648.2577652   4.4206266      0.0068624160          0.00                     0.00000           0.00000                     0.00000
3298        1648.7577093   4.4212832      0.0068609109          0.00                     0.00000           0.00000                     0.00000
3299        1649.2576537   4.4219399      0.0068594065          0.00                     0.00000           0.00000                     0.00000
3300        1649.7575981   4.4225965      0.0068579030          0.00                     0.00000           0.00000                     0.00000
3301        1650.2575427   4.4232531      0.0068564003          0.00                     0.00000           0.00000                     0.00000
3302        1650.7574874   4.4239097      0.0068548984          0.00                     0.00000           0.00000                     0.00000
3303        1651.2574323   4.4245663      0.0068533974          0.00                     0.00000           0.00000                     0.00000
3304        1651.7573773   4.4252229      0.0068518971          0.00                     0.00000           0.00000                     0.00000
3305        1652.2573224   4.4258794      0.0068503976          0.00                     0.00000           0.00000                     0.00000
3306        1652.7572677   4.4265360      0.0068488990          0.00                     0.00000           0.00000                     0.00000
3307        1653.2572131   4.4271925      0.0068474011          0.00                     0.00000           0.00000                     0.00000
3308        1653.7571586   4.4278491      0.0068459041        384.45                     0.32037       56157.66685                    46.79806
3309        1654.2571043   4.4285056      0.0068444078          0.00                     0.00000           0.00000                     0.00000
3310        1654.7570501   4.4291622      0.0068429124        971.86                     0.80988      142024.32321                   118.35360
3311        1655.2569961   4.4298187      0.0068414177          0.00                     0.00000           0.00000                     0.00000
3312        1655.7569422   4.4304752      0.0068399239          0.00                     0.00000           0.00000                     0.00000
3313        1656.2568885   4.4311317      0.0068384309          0.00                     0.00000           0.00000                     0.00000
3314        1656.7568348   4.4317882      0.0068369386          0.00                     0.00000           0.00000                     0.00000
3315        1657.2567814   4.4324447      0.0068354472          0.00                     0.00000           0.00000                     0.00000
3316        1657.7567280   4.4331012      0.0068339566          0.00                     0.00000           0.00000                     0.00000
3317        1658.2566748   4.4337577      0.0068324667          0.00                     0.00000           0.00000                     0.00000
3318        1658.7566217   4.4344141      0.0068309777          0.00                     0.00000           0.00000                     0.00000
3319        1659.2565688   4.4350706      0.0068294895          0.00                     0.00000           0.00000                     0.00000
3320        1659.7565160   4.4357270      0.0068280020          0.00                     0.00000           0.00000                     0.00000
3321        1660.2564634   4.4363835      0.0068265154          0.00                     0.00000           0.00000                     0.00000
3322        1660.7564109   4.4370399      0.0068250295          0.00                     0.00000           0.00000                     0.00000
3323        1661.2563585   4.4376964      0.0068235445        256.69                     0.21391       37618.27911                    31.34857
3324        1661.7563063   4.4383528      0.0068220602          0.00                     0.00000           0.00000                     0.00000
3325        1662.2562542   4.4390092      0.0068205767          0.00                     0.00000           0.00000                     0.00000
3326        1662.7562022   4.4396656      0.0068190941          0.00                     0.00000           0.00000                     0.00000
3327        1663.2561504   4.4403220      0.0068176122          0.00                     0.00000           0.00000                     0.00000
3328        1663.7560987   4.4409784      0.0068161311          0.00                     0.00000           0.00000                     0.00000
3329        1664.2560472   4.4416348      0.0068146508        769.82                     0.64152      112965.43666                    94.13786
3330        1664.7559957   4.4422911      0.0068131713          0.00                     0.00000           0.00000                     0.00000
3331        1665.2559445   4.4429475      0.0068116925          0.00                     0.00000           0.00000                     0.00000
3332        1665.7558934   4.4436039      0.0068102146          0.00                     0.00000           0.00000                     0.00000
3333        1666.2558424   4.4442602      0.0068087375        439.74                     0.36645       64584.66094                    53.82055
3334        1666.7557915   4.4449166      0.0068072611          0.00                     0.00000           0.00000                     0.00000
3335        1667.2557408   4.4455729      0.0068057855          0.00                     0.00000           0.00000                     0.00000
3336        1667.7556902   4.4462292      0.0068043107          0.00                     0.00000           0.00000                     0.00000
3337        1668.2556398   4.4468855      0.0068028367          0.00                     0.00000           0.00000                     0.00000
3338        1668.7555895   4.4475418      0.0068013635          0.00                     0.00000           0.00000                     0.00000
3339        1669.2555393   4.4481981      0.0067998911          0.00                     0.00000           0.00000                     0.00000
3340        1669.7554893   4.4488544      0.0067984194        499.12                     0.41593       73417.06467                    61.18089
3341        1670.2554394   4.4495107      0.0067969486          0.00                     0.00000           0.00000                     0.00000
3342        1670.7553897   4.4501670      0.0067954785          0.00                     0.00000           0.00000                     0.00000
3343        1671.2553401   4.4508233      0.0067940092          0.00                     0.00000           0.00000                     0.00000
3344        1671.7552906   4.4514795      0.0067925407          0.00                     0.00000           0.00000                     0.00000
3345        1672.2552413   4.4521358      0.0067910729          0.00                     0.00000           0.00000                     0.00000
3346        1672.7551921   4.4527920      0.0067896060          0.00                     0.00000           0.00000                     0.00000
3347        1673.2551430   4.4534483      0.0067881398          0.00                     0.00000           0.00000                     0.00000
3348        1673.7550941   4.4541045      0.0067866744          0.00                     0.00000           0.00000                     0.00000
3349        1674.2550454   4.4547607      0.0067852098          0.00                     0.00000           0.00000                     0.00000
3350        1674.7549967   4.4554169      0.0067837459          0.00                     0.00000           0.00000                     0.00000
3351        1675.2549482   4.4560731      0.0067822828          0.00                     0.00000           0.00000                     0.00000
3352        1675.7548999   4.4567293      0.0067808205          0.00                     0.00000           0.00000                     0.00000
3353        1676.2548516   4.4573855      0.0067793590          0.00                     0.00000           0.00000                     0.00000
3354        1676.7548036   4.4580417      0.0067778983          0.00                     0.00000           0.00000                     0.00000
3355        1677.2547556   4.4586979      0.0067764383          0.00                     0.00000           0.00000                     0.00000
3356        1677.7547078   4.4593541      0.0067749791          0.00                     0.00000           0.00000                     0.00000
3357        1678.2546601   4.4600102      0.0067735207          0.00                     0.00000           0.00000                     0.00000
3358        1678.7546126   4.4606664      0.0067720630          0.00                     0.00000           0.00000                     0.00000
3359        1679.2545652   4.4613225      0.0067706061          0.00                     0.00000           0.00000                     0.00000
3360        1679.7545180   4.4619787      0.0067691500          0.00                     0.00000           0.00000                     0.00000
3361        1680.2544708   4.4626348      0.0067676947          0.00                     0.00000           0.00000                     0.00000
3362        1680.7544239   4.4632909      0.0067662401          0.00                     0.00000           0.00000                     0.00000
3363        1681.2543770   4.4639470      0.0067647863          0.00                     0.00000           0.00000                     0.00000
3364        1681.7543303   4.4646031      0.0067633332          0.00                     0.00000           0.00000                     0.00000
3365        1682.2542838   4.4652592      0.0067618810        677.53                     0.56461      100198.45109                    83.49871
3366        1682.7542374   4.4659153      0.0067604295          0.00                     0.00000           0.00000                     0.00000
3367        1683.2541911   4.4665714      0.0067589787          0.00                     0.00000           0.00000                     0.00000
3368        1683.7541449   4.4672275      0.0067575288          0.00                     0.00000           0.00000                     0.00000
3369        1684.2540989   4.4678835      0.0067560795          0.00                     0.00000           0.00000                     0.00000
3370        1684.7540530   4.4685396      0.0067546311          0.00                     0.00000           0.00000                     0.00000
3371        1685.2540073   4.4691956      0.0067531834          0.00                     0.00000           0.00000                     0.00000
3372        1685.7539617   4.4698517      0.0067517365        331.82                     0.27652       49145.87529                    40.95490
3373        1686.2539163   4.4705077      0.0067502903        340.60                     0.28383       50457.08891                    42.04757
3374        1686.7538710   4.4711638      0.0067488449          0.00                     0.00000           0.00000                     0.00000
3375        1687.2538258   4.4718198      0.0067474003          0.00                     0.00000           0.00000                     0.00000
3376        1687.7537807   4.4724758      0.0067459564          0.00                     0.00000           0.00000                     0.00000
3377        1688.2537358   4.4731318      0.0067445133          0.00                     0.00000           0.00000                     0.00000
3378        1688.7536911   4.4737878      0.0067430710          0.00                     0.00000           0.00000                     0.00000
3379        1689.2536465   4.4744438      0.0067416294          0.00                     0.00000           0.00000                     0.00000
3380        1689.7536020   4.4750998      0.0067401885          0.00                     0.00000           0.00000                     0.00000
3381        1690.2535576   4.4757557      0.0067387485          0.00                     0.00000           0.00000                     0.00000
3382        1690.7535134   4.4764117      0.0067373091          0.00                     0.00000           0.00000                     0.00000
3383        1691.2534693   4.4770677      0.0067358706          0.00                     0.00000           0.00000                     0.00000
3384        1691.7534254   4.4777236      0.0067344327          0.00                     0.00000           0.00000                     0.00000
3385        1692.2533816   4.4783795      0.0067329957          0.00                     0.00000           0.00000                     0.00000
3386        1692.7533380   4.4790355      0.0067315594       1787.44                     1.48953      265531.34243                   221.27612
3387        1693.2532945   4.4796914      0.0067301238          0.00                     0.00000           0.00000                     0.00000
